,,,,"Command Area",,,,,,,,"Non-Command Area",,,,,,,,"Poor GW quality area",,,,,,,
,,,,"Irrigated",,,,,,,,"Irrigated",,,,,,,,"Irrigated",,,,,,,
"Sr.no","Watershed code","GW watershed name","village name","DW","DW PS","BW","STW","MTW","DTW","FP","Total","DW","DW PS","BW","STW","MTW","DTW","FP","Total","DW","DW PS","BW","STW","MTW","DTW","FP","Total"
536,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","BVPalli",6750,6750,5602,4200,29,6721,,30052,,16,124,,,,0,140,,,,,,,,0
537,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","Yellamanda",2735,2735,3852,411,96,2639,,12468,,19,175,,,,0,194,,,,,,,,0
538,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","Nerabilu",6185,6185,4253,3869,118,6067,,26677,,5,130,,,,0,135,,,,,,,,0
539,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","Chintagunta",3145,3145,2074,1841,22,3123,,13350,,11,105,,,,0,116,,,,,,,,0
540,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","YVpalem",1500,1500,4295,0,67,1433,,8795,,24,196,,,,0,220,,,,,,,,0
541,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","UM Agraharam",48,48,17,0,0,48,,161,,2,45,,,,0,47,,,,,,,,0
542,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","Udayamanikyam",1344,1344,2345,0,92,1252,,6377,,26,97,,,,0,123,,,,,,,,0
543,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","Kammalayapalli",809,809,1780,0,43,766,,4207,,9,160,,,,0,169,,,,,,,,0
544,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
545,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
546,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","Forest",1,1,,,1,0,,3,,,,,,,,0,,,,,,,,0
547,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","Devarakonda",1807,1807,1117,1088,99,1708,,7626,,10,100,,,,0,110,,,,,,,,0
548,"10-C-71-29","Ctr-Ch-Gajuleru-Y V Palem","Ganugachinta",5763,5763,2908,0,2,5761,,20197,,26,132,,,,0,158,,,,,,,,0
549,"10-C-74-30","Ctr-Swarna-Nagapatla-Nagapatla","Nagapatla",96,96,471,,1,95,,759,,45,20,,,,1,66,,,,,,,,0
550,"10-C-74-30","Ctr-Swarna-Nagapatla-Nagapatla","Narasingapuram",91,91,1983,,72,19,,2256,,55,40,,,,0,95,,,,,,,,0
551,"10-C-74-30","Ctr-Swarna-Nagapatla-Nagapatla","Mittapalem",493,493,3355,211,,493,,5045,,160,25,,,,0,185,,,,,,,,0
552,"10-C-74-30","Ctr-Swarna-Nagapatla-Nagapatla","Forest",4542,4542,,2271,2271,2271,,15897,,,,,,,,0,,,,,,,,0
553,"10-C-74-30","Ctr-Swarna-Nagapatla-Nagapatla","Forest",1200,1200,,1200,,1200,,4800,,,,,,,,0,,,,,,,,0
554,"10-C-74-30","Ctr-Swarna-Nagapatla-Nagapatla","Forest",800,800,,800,,800,,3200,,,,,,,,0,,,,,,,,0
555,"10-C-74-31","Ctr-Swarna-Bheema-Kotala","Kotala",1059,1059,1668,728,40,1019,,5573,,73,40,,,,1,114,,,,,,,,0
556,"10-C-74-31","Ctr-Swarna-Bheema-Kotala","Arepalli",1562,1562,4546,1335,,1562,,10567,,50,50,,,,0,100,,,,,,,,0
557,"10-C-74-31","Ctr-Swarna-Bheema-Kotala","Pullaiahgaripalli",2244,2244,1232,1959,1,2243,,9923,,31,45,,,,1,77,,,,,,,,0
558,"10-C-74-31","Ctr-Swarna-Bheema-Kotala","Seshapuram",1009,1009,1189,809,,1009,,5025,,37,30,,,,0,67,,,,,,,,0
559,"10-C-74-31","Ctr-Swarna-Bheema-Kotala","Bhimavaram",2125,2125,908,1849,,2125,,9132,,36,50,,,,1,87,,,,,,,,0
560,"10-C-74-31","Ctr-Swarna-Bheema-Kotala","Chinnaramapuram",1269,1269,549,1052,3,1266,,5408,,31,29,,,,0,60,,,,,,,,0
561,"10-C-74-31","Ctr-Swarna-Bheema-Kotala","Konreddikandriga",4598,4598,907,4150,19,4579,,18851,,44,13,,,,2,59,,,,,,,,0
562,"10-C-74-31","Ctr-Swarna-Bheema-Kotala","68_Ramireddipalli",1466,1466,1310,506,15,1451,,6214,,85,33,,,,0,118,,,,,,,,0
563,"10-C-74-31","Ctr-Swarna-Bheema-Kotala","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
564,"10-C-74-31","Ctr-Swarna-Bheema-Kotala","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
565,"10-C-74-32","Ctr-Swarna-Gadanki-Gadanki","Adenapalli",681,681,1514,295,87,594,,3852,,63,30,,,,5,98,,,,,,,,0
566,"10-C-74-32","Ctr-Swarna-Gadanki-Gadanki","Gadanki",788,788,2527,628,113,675,,5519,,100,65,,,,9,174,,,,,,,,0
567,"10-C-74-32","Ctr-Swarna-Gadanki-Gadanki","Forest",1490,1490,,1490,,1490,,5960,,,,,,,,0,,,,,,,,0
568,"10-C-74-32","Ctr-Swarna-Gadanki-Gadanki","MungilipattuKothapalle",4077,4077,1749,3440,130,3947,,17420,,93,65,,,,0,158,,,,,,,,0
569,"10-C-74-33","Ctr-Swarna-Panapakam-Panapakam","Panapakam",2743,2743,3858,2066,55,2688,,14153,,36,100,,,,2,138,,,,,,,,0
570,"10-C-74-33","Ctr-Swarna-Panapakam-Panapakam","Kalroad palli",4598,4598,2065,4150,81,4517,,20009,,31,45,,,,2,78,,,,,,,,0
571,"10-C-74-33","Ctr-Swarna-Panapakam-Panapakam","Mamanduru",631,631,347,486,18,613,,2726,,6,30,,,,0,36,,,,,,,,0
572,"10-C-74-33","Ctr-Swarna-Panapakam-Panapakam","Ayitepalli",1416,1416,2017,1035,19,1397,,7300,,26,80,,,,0,106,,,,,,,,0
573,"10-C-74-33","Ctr-Swarna-Panapakam-Panapakam","Forest",,,,,,,,0,,,,,,,,0,,,,,,,,0
574,"10-C-74-33","Ctr-Swarna-Panapakam-Panapakam","Agarala",544,544,1025,132,80,464,,2789,,10,28,,,,0,38,,,,,,,,0
575,"10-C-74-34","Ctr-Swarna_Kuppambadur","Chandragiri",4364,4364,17014,2529,233,4131,,32635,,133,90,,,,1,224,,,,,,,,0
576,"10-C-74-34","Ctr-Swarna_Kuppambadur","Dornakombala",4459,4459,2648,4045,330,4129,,20070,,74,30,,,,1,105,,,,,,,,0
577,"10-C-74-34","Ctr-Swarna_Kuppambadur","Reddivaripalli",148,148,579,,25,123,,1023,,12,4,,,,0,16,,,,,,,,0
578,"10-C-74-34","Ctr-Swarna_Kuppambadur","Thondavada",602,602,2443,,8,594,,4249,,108,30,,,,0,138,,,,,,,,0
579,"10-C-74-34","Ctr-Swarna_Kuppambadur","Forest",,,,,,,,0,,,,,,,,0,,,,,,,,0
580,"10-C-74-34","Ctr-Swarna_Kuppambadur","Forest",,,,,,,,0,,,,,,,,0,,,,,,,,0
581,"10-C-74-34","Ctr-Swarna_Kuppambadur","Forest",,,,,,,,0,,,,,,,,0,,,,,,,,0
582,"10-C-74-34","Ctr-Swarna_Kuppambadur","Bramhanakalva",43,43,285,,0,43,,414,,8,16,,,,0,24,,,,,,,,0
583,"10-C-74-34","Ctr-Swarna_Kuppambadur","Kammapalle",758,758,1948,283,326,432,,4505,,40,90,,,,2,132,,,,,,,,0
584,"10-C-74-34","Ctr-Swarna_Kuppambadur","Kuppam badur",1658,1658,3968,931,451,1207,,9873,,62,115,,,,4,181,,,,,,,,0
585,"10-C-74-34","Ctr-Swarna_Kuppambadur","Ravillavaripalle",257,257,380,121,0,257,,1272,,14,35,,,,0,49,,,,,,,,0
586,"10-C-74-34","Ctr-Swarna_Kuppambadur","Adusupalem",66,66,173,,,66,,371,,2,0,,,,1,3,,,,,,,,0
587,"10-C-74-34","Ctr-Swarna_Kuppambadur","Ammavaripatteda",75,75,454,,,75,,679,,6,15,,,,1,22,,,,,,,,0
588,"10-C-74-34","Ctr-Swarna_Kuppambadur","Atturu",564,564,1270,,,564,,2962,,34,35,,,,2,71,,,,,,,,0
589,"10-C-74-34","Ctr-Swarna_Kuppambadur","Ellamandyam",217,217,1394,,,217,,2045,,8,10,,,,4,22,,,,,,,,0
590,"10-C-74-34","Ctr-Swarna_Kuppambadur","Gajulamandyam",1002,1002,4631,,,1002,,7637,,36,217,,,,2,255,,,,,,,,0
591,"10-C-74-34","Ctr-Swarna_Kuppambadur","Jipalem",105,105,549,,,105,,864,,2,18,,,,1,21,,,,,,,,0
592,"10-C-74-34","Ctr-Swarna_Kuppambadur","Kotramangalam",127,127,342,,,127,,723,,4,5,,,,9,18,,,,,,,,0
593,"10-C-74-34","Ctr-Swarna_Kuppambadur","Kottapalem",931,931,3785,,,931,,6578,,12,4,,,,4,20,,,,,,,,0
594,"10-C-74-34","Ctr-Swarna_Kuppambadur","Krishnakalva",47,47,203,,,47,,344,,1,3,,,,0,4,,,,,,,,0
595,"10-C-74-34","Ctr-Swarna_Kuppambadur","Kurukalva",47,47,332,,,47,,473,,1,1,,,,3,5,,,,,,,,0
596,"10-C-74-34","Ctr-Swarna_Kuppambadur","Molagamudi",164,164,640,,,164,,1132,,17,5,,,,8,30,,,,,,,,0
597,"10-C-74-34","Ctr-Swarna_Kuppambadur","Nallapalem",63,63,472,,,63,,661,,3,18,,,,0,21,,,,,,,,0
598,"10-C-74-34","Ctr-Swarna_Kuppambadur","Sanjeevarayapattda",27,27,267,,,27,,348,,0,9,,,,0,9,,,,,,,,0
599,"10-C-74-34","Ctr-Swarna_Kuppambadur","Surappakasam",837,837,2877,,,837,,5388,,23,240,,,,2,265,,,,,,,,0
600,"10-C-74-34","Ctr-Swarna_Kuppambadur","Tandlam",350,350,998,,,350,,2048,,19,14,,,,21,54,,,,,,,,0
601,"10-C-74-34","Ctr-Swarna_Kuppambadur","Tataiah kalva",22,22,340,,,22,,406,,0,0,,,,2,2,,,,,,,,0
602,"10-C-74-34","Ctr-Swarna_Kuppambadur","Bramhanapattu",246,246,2122,,0,246,,2860,,24,81,,,,1,106,,,,,,,,0
603,"10-C-74-34","Ctr-Swarna_Kuppambadur","AM Puram",1067,1067,1746,203,159,908,,5150,,40,62,,,,2,104,,,,,,,,0
604,"10-C-74-34","Ctr-Swarna_Kuppambadur","Ayyannagaripalle",142,142,422,,,142,,848,,16,7,,,,3,26,,,,,,,,0
605,"10-C-74-34","Ctr-Swarna_Kuppambadur","J.C.Agraharam",370,370,1232,,,370,,2342,,19,90,,,,1,110,,,,,,,,0
606,"10-C-74-34","Ctr-Swarna_Kuppambadur","K.G.Kandriga",8,8,,,,8,,24,,0,0,,,,0,0,,,,,,,,0
607,"10-C-74-34","Ctr-Swarna_Kuppambadur","Kadirimangalam",161,161,676,,,161,,1159,,22,55,,,,1,78,,,,,,,,0
608,"10-C-74-34","Ctr-Swarna_Kuppambadur","Kayam",661,661,1412,,1,660,,3395,,50,115,,,,6,171,,,,,,,,0
609,"10-C-74-34","Ctr-Swarna_Kuppambadur","Kalluru",293,293,662,,,293,,1541,,18,25,,,,1,44,,,,,,,,0
610,"10-C-74-34","Ctr-Swarna_Kuppambadur","Pachi kalva",58,58,313,,,58,,487,,6,11,,,,0,17,,,,,,,,0
611,"10-C-74-34","Ctr-Swarna_Kuppambadur","Padiredu",365,365,1421,,,365,,2516,,27,96,,,,8,131,,,,,,,,0
612,"10-C-74-34","Ctr-Swarna_Kuppambadur","Padiredu aranyam",1091,1091,653,,,1091,,3926,,12,35,,,,2,49,,,,,,,,0
613,"10-C-74-34","Ctr-Swarna_Kuppambadur","Patti Putturu",382,382,2867,,21,361,,4013,,38,92,,,,4,134,,,,,,,,0
614,"10-C-74-34","Ctr-Swarna_Kuppambadur","Pudi",289,289,741,,100,189,,1608,,22,30,,,,2,54,,,,,,,,0
615,"10-C-74-34","Ctr-Swarna_Kuppambadur","Ramasamudram",42,42,1046,,,42,,1172,,6,11,,,,0,17,,,,,,,,0
616,"10-C-74-34","Ctr-Swarna_Kuppambadur","S.V.Puram",2849,2849,3598,728,149,2700,,12873,,100,132,,,,6,238,,,,,,,,0
617,"10-C-74-34","Ctr-Swarna_Kuppambadur","Sitamma agraharam",10,10,,,230,-220,,30,,0,0,,,,0,0,,,,,,,,0
618,"10-C-74-34","Ctr-Swarna_Kuppambadur","Sitaramapuram",2904,2904,3157,,928,1976,,11869,,118,126,,,,13,257,,,,,,,,0
619,"10-C-74-34","Ctr-Swarna_Kuppambadur","Srinivasapuram",2849,2849,3157,728,,2849,,12432,,7,20,,,,1,28,,,,,,,,0
620,"10-C-74-34","Ctr-Swarna_Kuppambadur","Tatneri",132,132,541,,0,132,,937,,14,35,,,,1,50,,,,,,,,0
621,"10-C-74-34","Ctr-Swarna_Kuppambadur","Tirumandyam",627,627,2197,,116,511,,4078,,39,70,,,,2,111,,,,,,,,0
622,"10-C-74-34","Ctr-Swarna_Kuppambadur","Vadamalapeta",216,216,4506,,,216,,5154,,39,93,,,,4,136,,,,,,,,0
623,"10-C-74-34","Ctr-Swarna_Kuppambadur","Vamapuram",85,85,703,,,85,,958,,14,10,,,,1,25,,,,,,,,0
624,"10-C-74-34","Ctr-Swarna_Kuppambadur","Gudimallam",1154,1154,1938,722,400,754,,6122,,36,150,,,,4,190,,,,,,,,0
625,"10-C-74-34","Ctr-Swarna_Kuppambadur","Munagalapalem",208,208,847,,,208,,1471,,10,85,,,,0,95,,,,,,,,0
626,"10-C-74-34","Ctr-Swarna_Kuppambadur","Pennagadam",781,781,1254,506,,781,,4103,,17,82,,,,2,101,,,,,,,,0
627,"10-C-74-34","Ctr-Swarna_Kuppambadur","Penumallam",1042,1042,1942,620,,1042,,5688,,6,84,,,,3,93,,,,,,,,0
628,"10-C-74-34","Ctr-Swarna_Kuppambadur","Vedullacheruvu",891,891,1053,584,375,516,,4310,,14,50,,,,2,66,,,,,,,,0
629,"10-C-74-34","Ctr-Swarna_Kuppambadur","Vikruthamala",1175,1175,7922,,,1175,,11447,,10,56,,,,80,146,,,,,,,,0
630,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Chintagunta",680,680,2,607,,680,,2649,,9,20,,,,0,29,,,,,,,,0
631,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Annasanipalli",172,172,1255,,,172,,1771,,20,1,,,,2,23,,,,,,,,0
632,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Balupalli",2322,2322,279,2127,,2322,,9372,,2,5,,,,0,7,,,,,,,,0
633,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Karakambadi",5184,5184,10504,3577,,5184,,29633,,86,18,,,,6,110,,,,,,,,0
634,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Renigunta",236,236,1049,,,236,,1757,,11,0,,,,3,14,,,,,,,,0
635,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Tukivakam",918,918,1317,,,918,,4071,,13,25,,,,3,41,,,,,,,,0
636,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Vedullacheruvu",172,172,1053,,,172,,1569,,14,0,,,,1,15,,,,,,,,0
637,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Venkatapuram",2022,2022,1287,1708,,2022,,9061,,11,2,,,,2,15,,,,,,,,0
638,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Yerrareddi palem",69,69,951,,,69,,1158,,1,0,,,,1,2,,,,,,,,0
639,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
640,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
641,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Akkarampalli",2122,2122,20342,1618,7,2115,,28326,,14,1,,,,2,17,,,,,,,,0
642,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Chennayagunta",2388,2388,3984,2023,32,2356,,13171,,14,1,,,,2,17,,,,,,,,0
643,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Konka chinnaya gunta",87,87,581,,,87,,842,,4,0,,,,1,5,,,,,,,,0
644,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Mangalam",2082,2082,10116,1618,12,2070,,17980,,22,10,,,,1,33,,,,,,,,0
645,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Settipalle",115,115,2448,,,115,,2793,,7,0,,,,1,8,,,,,,,,0
646,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Timminaidupalem",2384,2384,2280,2023,8,2376,,11455,,26,5,,,,2,33,,,,,,,,0
647,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Tirupathi",12609,12609,253904,5647,121,12488,,297378,,14,6,,,,0,20,,,,,,,,0
648,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Avilala",656,656,12060,,,656,,14028,,22,45,,,,1,68,,,,,,,,0
649,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Mallavaram",207,207,2106,,,207,,2727,,32,18,,,,0,50,,,,,,,,0
650,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Cherlopalle",394,394,4869,,,394,,6051,,11,18,,,,0,29,,,,,,,,0
651,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Chiguruvada Dakshina kandriga",317,317,845,,,317,,1796,,40,35,,,,0,75,,,,,,,,0
652,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Chiguruvada Uttarapukandirga",242,242,988,,,242,,1714,,32,25,,,,0,57,,,,,,,,0
653,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Dominedu",480,480,828,,,480,,2268,,2,20,,,,2,24,,,,,,,,0
654,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Gollapalle",166,166,944,,,166,,1442,,12,45,,,,1,58,,,,,,,,0
655,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Kalur",163,163,1250,,,163,,1739,,38,8,,,,0,46,,,,,,,,0
656,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Mallamgunta",101,101,3042,,,101,,3345,,12,13,,,,0,25,,,,,,,,0
657,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Paidipalle",405,405,1211,,,405,,2426,,30,68,,,,0,98,,,,,,,,0
658,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Patakalva",52,52,346,,,52,,502,,7,13,,,,1,21,,,,,,,,0
659,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Peruru",628,628,942,,4,624,,2826,,29,45,,,,1,75,,,,,,,,0
660,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Pudipatla",512,512,8919,,11,501,,10455,,52,35,,,,1,88,,,,,,,,0
661,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Ramanujupalle",73,73,661,,,73,,880,,2,5,,,,1,8,,,,,,,,0
662,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Tiruchanur",974,974,24547,,,974,,27469,,30,75,,,,2,107,,,,,,,,0
663,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Tummalagunta",174,174,2306,,,174,,2828,,16,20,,,,1,37,,,,,,,,0
664,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Vedantapuram",246,246,1861,,,246,,2599,,3,9,,,,0,12,,,,,,,,0
665,"10-C-74-35","Ctr-Swarna-Kalyani_Tiruchanuru","Yogimallavaram",17,17,2166,,,17,,2217,,0,0,,,,0,0,,,,,,,,0
666,"10-C-74-36","Ctr-Swarna-Avvachari Kona-Mamanduru","Mamanduru",1547,1547,974,1366,16,1531,,6981,,10,35,,,,1,46,,,,,,,,0
667,"10-C-74-36","Ctr-Swarna-Avvachari Kona-Mamanduru","Yerragunta",120,120,175,,,120,,535,,8,5,,,,1,14,,,,,,,,0
668,"10-C-74-36","Ctr-Swarna-Avvachari Kona-Mamanduru","Srinivasa Udasipuram",153,153,761,,,153,,1220,,24,15,,,,0,39,,,,,,,,0
669,"10-C-74-36","Ctr-Swarna-Avvachari Kona-Mamanduru","Dharmapuram kandriga",58,58,256,,,58,,430,,10,5,,,,0,15,,,,,,,,0
670,"10-C-74-36","Ctr-Swarna-Avvachari Kona-Mamanduru","Anagunta",113,113,29,,,113,,368,,13,0,,,,1,14,,,,,,,,0
671,"10-C-74-36","Ctr-Swarna-Avvachari Kona-Mamanduru","Krishnapuram",3223,3223,1994,1632,1484,1739,,13295,,25,10,,,,1,36,,,,,,,,0
672,"10-C-74-36","Ctr-Swarna-Avvachari Kona-Mamanduru","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
673,"10-C-74-36","Ctr-Swarna-Avvachari Kona-Mamanduru","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
674,"10-C-74-36","Ctr-Swarna-Avvachari Kona-Mamanduru","R.Mallavaram",666,666,3836,,,666,,5834,,80,2,,,,4,86,,,,,,,,0
675,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Durgasamudram",2759,2759,3160,2019,338,2421,,13456,,60,109,,,,3,172,,,,,,,,0
676,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Kupuchandrapeta",126,126,902,,,126,,1280,,21,23,,,,0,44,,,,,,,,0
677,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Tanapalli",110,110,903,,9,101,,1233,,9,29,,,,0,38,,,,,,,,0
678,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Kuntrapakam",690,690,2181,,45,645,,4251,,72,110,,,,4,186,,,,,,,,0
679,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Vemur",429,429,1399,,,429,,2686,,29,137,,,,1,167,,,,,,,,0
680,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Nallamanukalva",166,166,,,9,157,,498,,17,20,,,,0,37,,,,,,,,0
681,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Mundlapudi",157,157,1977,,,157,,2448,,9,53,,,,0,62,,,,,,,,0
682,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Kothur",151,151,402,,,151,,855,,8,30,,,,1,39,,,,,,,,0
683,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Padi",365,365,1776,,,365,,2871,,25,32,,,,1,58,,,,,,,,0
684,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Panakam",214,214,1114,,,214,,1756,,43,16,,,,2,61,,,,,,,,0
685,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
686,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
687,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
688,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Anuppalli",2501,2501,3173,1416,575,1926,,12092,,66,108,,,,5,179,,,,,,,,0
689,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Nettakuppam",1969,1969,3385,809,573,1396,,10101,,78,180,,,,2,260,,,,,,,,0
690,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","C.Kalepalli",1908,1908,3331,809,262,1646,,9864,,101,160,,,,8,269,,,,,,,,0
691,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Rayalacheruvu-peta",819,819,1126,809,286,533,,4392,,31,23,,,,0,54,,,,,,,,0
692,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Sanjeevaraya-puram",454,454,411,384,187,267,,2157,,15,38,,,,3,56,,,,,,,,0
693,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","P.V.Puram",597,597,1136,162,179,418,,3089,,24,38,,,,3,65,,,,,,,,0
694,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","K.Venkatapuram",230,230,1417,304,0,230,,2411,,26,96,,,,0,122,,,,,,,,0
695,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Gangireddipalli",339,339,1324,81,23,316,,2422,,20,25,,,,1,46,,,,,,,,0
696,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Nadavalur",609,609,3027,121,0,609,,4975,,58,70,,,,2,130,,,,,,,,0
697,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","C.Ramapuram",926,926,3000,243,68,858,,6021,,34,150,,,,4,188,,,,,,,,0
698,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Nannur",1036,1036,2734,348,,1036,,6190,,70,76,,,,3,149,,,,,,,,0
699,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Sorakayalapalem",150,150,760,,,150,,1210,,10,62,,,,0,72,,,,,,,,0
700,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Sevvaikalva",31,31,157,,,31,,250,,6,7,,,,0,13,,,,,,,,0
701,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Subbanaidu kandriga",138,138,1730,,,138,,2144,,8,47,,,,0,55,,,,,,,,0
702,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Katrakayalagunta",93,93,384,,,93,,663,,4,28,,,,1,33,,,,,,,,0
703,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Chelluru",1998,1998,2216,921,,1998,,9131,,26,164,,,,4,194,,,,,,,,0
704,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","M.D.Puthuru",519,519,2686,,,519,,4243,,4,163,,,,2,169,,,,,,,,0
705,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Kandadu",2016,2016,3597,,,2016,,9645,,39,176,,,,3,218,,,,,,,,0
706,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Musalipedu",1993,1993,1644,739,162,1831,,8362,,3,0,,,,120,123,,,,,,,,0
707,"10-C-74-37","Ctr-Swarna-Rayalcheruvu-Durgasamudram","Sanambatla",4421,4421,1785,4049,,4421,,19097,,63,135,,,,0,198,,,,,,,,0
708,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Madhavamala",283,283,8416,,,283,,9265,,9,6,,,,1,16,,,,,,,,0
709,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Arugorla kandriga",10,10,0,,,10,,30,,0,0,,,,0,0,,,,,,,,0
710,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Kobaka",963,963,1918,,,963,,4807,,13,90,,,,4,107,,,,,,,,0
711,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Mannasamudram",893,893,3220,,,893,,5899,,33,185,,,,3,221,,,,,,,,0
712,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Merlapaka",1873,1873,1899,,,1873,,7518,,7,43,,,,8,58,,,,,,,,0
